"PSP_STUDYID","STANDID","SPECIES","TREEID","DBH","BEST_BIOMASS","JENKINS_BIOMASS"
"HSGY","HR02","PISI","HR02000200006",210.4,34.1178,51.6112
"HSGY","HR02","PISI","HR02000200006",193.5,28.0659,42.1041
"HSGY","HR02","PISI","HR02000200006",194.5,28.4053,42.635
"HSGY","HR02","PISI","HR02000300002",157.8,17.4431,25.6524
"HSGY","HR02","PISI","HR02000300003",162.1,18.5717,27.383
"HSGY","HR02","PISI","HR02000300004",152.9,16.206,23.7611
"HSGY","HR02","PISI","HR02000300004",152.7,16.1566,23.6858
"HSGY","HR02","PISI","HR02000300008",179.0,23.4041,34.8424
"HSGY","HR02","PISI","HR02000400004",163.9,19.0562,28.1273
"HSGY","HR02","PISI","HR02000400004",165.3,19.438,28.7144
"HSGY","HR02","PISI","HR02000400004",165.9,19.6029,28.9682
"HSGY","HR02","PISI","HR02000400004",158.2,17.5464,25.8106
"HSGY","HR02","PISI","HR02000400004",160.0,18.0155,26.5295
"HSGY","HR02","PISI","HR02000500004",178.1,23.1306,34.4182
"HSGY","HR02","PISI","HR02000500004",178.8,23.3431,34.7479
"HSGY","HR02","PISI","HR02000500004",180.6,23.8948,35.604
"HSGY","HR02","PISI","HR02000500004",182.0,24.329,36.2785
"HSGY","HR02","PISI","HR02000500004",175.3,22.2914,33.1182
"HSGY","HR02","PISI","HR02000500004",177.6,22.9794,34.1839
"HSGY","HR02","PISI","HR02000600006",169.3,20.5526,30.4314
"HSGY","HR02","PISI","HR02000600006",169.5,20.6092,30.5188
"HSGY","HR02","PISI","HR02000600006",169.0,20.4678,30.3006
"HSGY","HR02","PISI","HR02000600006",168.8,20.4113,30.2136
"HSGY","HR02","PISI","HR02000600006",164.5,19.2193,28.378
"HSGY","HR02","PISI","HR02000600006",168.5,20.3268,30.0833
"HSGY","HR02","PISI","HR02000600013",167.5,20.0466,29.6515
"HSGY","HR02","PISI","HR02000600013",167.5,20.0466,29.6515
"HSGY","HR02","PISI","HR02000600013",170.8,20.9797,31.0906
"HSGY","HR02","PISI","HR02000600013",178.2,23.1609,34.4652
"HSGY","HR02","PISI","HR02000600013",167.5,20.0466,29.6515
"HSGY","HR02","PISI","HR02000600013",167.5,20.0466,29.6515
"HSGY","HR02","PISI","HR02000600014",179.3,23.4957,34.9845
"HSGY","HR02","PISI","HR02000600014",171.0,21.0371,31.1791
"HSGY","HR02","PISI","HR02000600014",177.8,23.0398,34.2775
"HSGY","HR02","PISI","HR02000700008",201.3,30.7753,46.3501
"HSGY","HR02","PISI","HR02000700008",209.3,33.7033,50.9574
"HSGY","HR02","PISI","HR02000700008",213.4,35.263,53.4192
"HSGY","HR02","PISI","HR02000700008",202.4,31.1689,46.9683
"HSGY","HR02","PISI","HR02000700008",200.0,30.3138,45.6257
"HSGY","HR02","PISI","HR02000700008",196.1,28.9532,43.4927
"HSGY","HR02","PISI","HR02000700030",202.4,31.1689,46.9683
"HSGY","HR02","PISI","HR02000800002",171.3,21.1232,31.3121
"HSGY","HR02","PISI","HR02000800002",173.0,21.6153,32.0724
"HSGY","HR02","PISI","HR02000800002",175.5,22.3508,33.2101
"HSGY","HR02","PISI","HR02000800002",174.1,21.9372,32.5701
"HSGY","HR02","PISI","HR02000800002",171.9,21.2962,31.5792
"HSGY","HR02","PISI","HR02000800002",171.1,21.0658,31.2234
"HSGY","HR02","PISI","HR02000800006",177.4,22.9191,34.0905
"HSGY","HR02","PISI","HR02000800006",174.3,21.996,32.6611
"HSGY","HR02","PISI","HR02000800006",176.2,22.5592,33.5329
"HSGY","HR02","PISI","HR02000900003",155.9,16.9573,24.9089
"HSGY","HR02","PISI","HR02000900003",156.1,17.008,24.9865
"HSGY","HR02","PISI","HR02000900003",156.6,17.1353,25.1813
"HSGY","HR02","PISI","HR02000900003",157.2,17.2888,25.4162
"HSGY","HR02","PISI","HR02000900003",155.4,16.8307,24.7154
"HSGY","HR02","PISI","HR02000900003",153.8,16.4294,24.1021
"HSGY","HR02","PISI","HR02000900004",184.9,25.2427,37.6993
"HSGY","HR02","PISI","HR02000900004",185.3,25.3702,37.8979
"HSGY","HR02","PISI","HR02000900004",187.3,26.0134,38.8997
"HSGY","HR02","PISI","HR02000900004",188.8,26.5018,39.6612
"HSGY","HR02","PISI","HR02000900004",180.1,23.7409,35.365
"HSGY","HR02","PISI","HR02000900004",182.6,24.5165,36.5698
"HSGY","HR02","PISI","HR02000900006",197.8,29.5419,44.415
"HSGY","HR02","PISI","HR02000900006",199.2,30.0318,45.1832
"HSGY","HR02","PISI","HR02000900006",204.3,31.8555,48.0476
"HSGY","HR02","PISI","HR02000900006",207.0,32.8459,49.6064
"HSGY","HR02","PISI","HR02000900006",195.0,28.5758,42.902
"HSGY","HR02","PISI","HR02000900006",196.5,29.0911,43.7087
"HSGY","HR02","PISI","HR02001000001",182.5,24.4852,36.5211
"HSGY","HR02","PISI","HR02001000001",183.3,24.7362,36.9114
"HSGY","HR02","PISI","HR02001000001",185.4,25.4021,37.9476
"HSGY","HR02","PISI","HR02001000001",190.0,26.8963,40.2768
"HSGY","HR02","PISI","HR02001000001",177.9,23.0701,34.3244
"HSGY","HR02","PISI","HR02001000001",182.0,24.329,36.2785
"HSGY","HR02","PISI","HR02001000007",162.4,18.652,27.5062
"HSGY","HR02","PISI","HR02001000007",163.2,18.867,27.8365
"HSGY","HR02","PISI","HR02001000007",165.0,19.3558,28.588
"HSGY","HR02","PISI","HR02001000007",167.0,19.9073,29.437
"HSGY","HR02","PISI","HR02001000007",162.4,18.652,27.5062
"HSGY","HR02","PISI","HR02001000007",161.2,18.3322,27.0152
"HSGY","HR02","PISI","HR02001100002",204.8,32.0376,48.3341
"HSGY","HR02","PISI","HR02001100002",205.2,32.1837,48.5639
"HSGY","HR02","PISI","HR02001100002",205.6,32.3302,48.7945
"HSGY","HR02","PISI","HR02001100002",206.0,32.4771,49.0256
"HSGY","HR02","PISI","HR02001100002",199.6,30.1726,45.4041
"HSGY","HR02","PISI","HR02001100002",202.5,31.2048,47.0248
"HSGY","HR02","PISI","HR02001200001",153.6,16.3796,24.0261
"HSGY","HR02","PISI","HR02001200001",156.1,17.008,24.9865
"HSGY","HR02","PISI","HR02001200001",160.1,18.0418,26.5698
"HSGY","HR02","PISI","HR02001200001",163.5,18.9479,27.9609
"HSGY","HR02","PISI","HR02001200001",150.1,15.5224,22.7186
"HSGY","HR02","PISI","HR02001200001",152.3,16.0581,23.5354
"HSGY","HR02","PSME","HR02001200006",152.0,16.0565,23.423
"HSGY","HR02","PSME","HR02001200006",152.0,16.0565,23.423
"HSGY","HR02","PISI","HR02001300001",181.2,24.0804,35.8922
"HSGY","HR02","PISI","HR02001300001",181.5,24.1735,36.0367
"HSGY","HR02","PISI","HR02001300001",187.1,25.9486,38.7988
"HSGY","HR02","PISI","HR02001300001",189.7,26.7973,40.1224
"HSGY","HR02","PISI","HR02001300001",179.4,23.5262,35.0319
"HSGY","HR02","PISI","HR02001300001",179.5,23.5568,35.0794
"HSGY","HR02","PISI","HR02001300003",246.1,49.1712,75.5673
"HSGY","HR02","PISI","HR02001300003",250.0,51.0075,78.5149
"HSGY","HR02","PISI","HR02001300003",254.0,52.9311,81.6076
"HSGY","HR02","PISI","HR02001300003",250.3,51.1504,78.7444
"HSGY","HR02","PISI","HR02001300003",241.0,46.8276,71.8129
"HSGY","HR02","PISI","HR02001300003",245.4,48.8456,75.0453
"HSGY","HR02","PISI","HR02001400003",158.1,17.5205,25.771
"HSGY","HR02","PISI","HR02001400003",157.1,17.2632,25.377
"HSGY","HR02","PISI","HR02001400003",157.6,17.3916,25.5735
"HSGY","HR02","PISI","HR02001400003",161.1,18.3056,26.9746
"HSGY","HR02","PISI","HR02001400003",155.1,16.755,24.5997
"HSGY","HR02","PISI","HR02001400003",157.0,17.2376,25.3378
"HSGY","HR02","PISI","HR02001400005",179.0,23.4041,34.8424
"HSGY","HR02","PISI","HR02001400005",178.6,23.2823,34.6535
"HSGY","HR02","PISI","HR02001400005",181.0,24.0184,35.796
"HSGY","HR02","PISI","HR02001400005",205.3,32.2203,48.6215
"HSGY","HR02","PISI","HR02001400005",175.7,22.4102,33.3021
"HSGY","HR02","PISI","HR02001400005",177.0,22.7988,33.904
"HSGY","HR02","PISI","HR02001600004",173.2,21.6736,32.1626
"HSGY","HR02","PISI","HR02001600004",176.7,22.7088,33.7645
"HSGY","HR02","PISI","HR02001600004",177.0,22.7988,33.904
"HSGY","HR02","PISI","HR02001600004",180.3,23.8024,35.4605
"HSGY","HR02","PISI","HR02001600004",181.9,24.2979,36.23
"HSGY","HR02","PISI","HR02001600004",171.8,21.2673,31.5346
"HSGY","HR02","PISI","HR02001600007",174.2,21.9666,32.6156
"HSGY","HR02","PISI","HR02001600007",176.0,22.4996,33.4405
"HSGY","HR02","PISI","HR02001600007",176.5,22.6489,33.6718
"HSGY","HR02","PISI","HR02001600007",182.3,24.4227,36.424
"HSGY","HR02","PISI","HR02001600007",186.3,25.6906,38.3969
"HSGY","HR02","PISI","HR02001600007",172.6,21.499,31.8926
"HSGY","HR03","PISI","HR03000100004",163.8,19.0291,28.0857
"HSGY","HR03","PISI","HR03000100004",173.3,21.7028,32.2077
"HSGY","HR03","PISI","HR03000100004",178.4,23.2215,34.5593
"HSGY","HR03","PISI","HR03000100004",186.7,25.8194,38.5975
"HSGY","HR03","PISI","HR03000100004",193.6,28.0997,42.157
"HSGY","HR03","PISI","HR03000100004",201.0,30.6684,46.1823
"HSGY","HR03","PISI","HR03000300001",182.7,24.5478,36.6185
"HSGY","HR03","PISI","HR03000300001",185.0,25.2745,37.7489
"HSGY","HR03","PISI","HR03000300001",190.2,26.9623,40.3799
"HSGY","HR03","PISI","HR03000300001",193.0,27.897,41.8401
"HSGY","HR03","PISI","HR03000300001",197.6,29.4723,44.3059
"HSGY","HR03","PISI","HR03000300001",204.0,31.7465,47.8763
"HSGY","HR03","PISI","HR03000400001",197.8,29.5419,44.415
"HSGY","HR03","PISI","HR03000400001",199.5,30.1374,45.3488
"HSGY","HR03","PISI","HR03000400001",205.2,32.1837,48.5639
"HSGY","HR03","PISI","HR03000500001",257.7,54.7466,84.5313
"HSGY","HR03","PISI","HR03000500001",253.0,52.4464,80.8278
"HSGY","HR03","PISI","HR03000500001",254.9,53.3695,82.3132
"HSGY","HR03","PISI","HR03000500001",255.3,53.565,82.6279
"HSGY","HR03","PISI","HR03000500001",255.7,53.7609,82.9434
"HSGY","HR03","PISI","HR03000500001",251.5,51.7241,79.6664
"HSGY","HR03","PISI","HR03000600001",184.8,25.2108,37.6498
"HSGY","HR03","PISI","HR03000600001",187.5,26.0782,39.0007
"HSGY","HR03","PISI","HR03000600001",185.0,25.2745,37.7489
"HSGY","HR03","PISI","HR03000600001",184.0,24.9571,37.2549
"HSGY","HR03","PISI","HR03000600001",185.3,25.3702,37.8979
"HSGY","HR03","PISI","HR03000600001",187.0,25.9163,38.7484
"HSGY","HR03","PISI","HR03000700001",243.0,47.7389,73.2718
"HSGY","HR03","PISI","HR03000700001",243.0,47.7389,73.2718
"HSGY","HR03","PISI","HR03000700001",243.0,47.7389,73.2718
"HSGY","HR03","PISI","HR03000700001",243.0,47.7389,73.2718
"HSGY","HR03","PISI","HR03000700001",244.5,48.4289,74.3773
"HSGY","HR03","PISI","HR03000700001",250.0,51.0075,78.5149
"HSGY","HR03","PISI","HR03000900001",178.0,23.1003,34.3713
"HSGY","HR03","PISI","HR03000900001",180.4,23.8332,35.5083
"HSGY","HR03","PISI","HR03000900001",180.9,23.9875,35.7479
"HSGY","HR03","PISI","HR03000900001",183.3,24.7362,36.9114
"HSGY","HR03","PISI","HR03001000001",205.8,32.4036,48.91
"HSGY","HR03","PISI","HR03001000001",207.0,32.8459,49.6064
"HSGY","HR03","PISI","HR03001000001",208.5,33.4036,50.485
"HSGY","HR03","PISI","HR03001000001",212.0,34.7259,52.5709
"HSGY","HR03","PISI","HR03001000001",218.5,37.2597,56.5776
"HSGY","HR03","PISI","HR03001000001",219.4,37.6186,57.1462
"HSGY","HR03","PISI","HR03001000005",187.0,25.9163,38.7484
"HSGY","HR03","PISI","HR03001000005",197.0,29.264,43.9796
"HSGY","HR03","PISI","HR03001000005",207.0,32.8459,49.6064
"HSGY","HR03","PISI","HR03001000005",217.0,36.6659,55.6376
"HSGY","HR03","PISI","HR03001000005",228.9,41.5272,63.3534
"HSGY","HR03","PISI","HR03001000005",237.6,45.3015,69.3725
"HSGY","HR03","PISI","HR03001100002",159.6,17.9106,26.3687
"HSGY","HR03","PISI","HR03001100002",161.8,18.4917,27.2601
"HSGY","HR03","PISI","HR03001100002",217.0,36.6659,55.6376
"HSGY","HR03","PISI","HR03001100002",223.0,39.0738,59.4539
"HSGY","HR03","PISI","HR03001100002",229.0,41.5695,63.4208
"HSGY","HR03","PISI","HR03001100002",243.8,48.1062,73.8602
"HSGY","HR03","THPL","HR03001200002",176.0,10.9883,29.9025
"HSGY","HR03","THPL","HR03001200002",176.0,10.9883,29.9025
"HSGY","HR03","THPL","HR03001200002",175.0,10.8485,29.4851
"HSGY","HR03","THPL","HR03001200002",177.3,11.1713,30.4505
"HSGY","HR03","THPL","HR03001200002",181.5,11.7726,32.2615
"HSGY","HR03","THPL","HR03001200002",180.9,11.6858,31.999
"HSGY","HR03","TSHE","HR03001300001",153.9,15.7998,21.4773
"HSGY","HR03","TSHE","HR03001300001",152.5,15.4837,20.9989
"HSGY","HR03","PISI","HR03001400004",198.7,29.8563,44.908
"HSGY","HR03","PISI","HR03001400004",201.4,30.8109,46.4061
"HSGY","HR03","PISI","HR03001400004",204.7,32.0011,48.2767
"HSGY","HR03","PISI","HR03001400004",208.3,33.329,50.3674
"HSGY","HR03","PISI","HR03001400004",212.9,35.0707,53.1153
"HSGY","HR03","PISI","HR03001400004",216.0,36.2731,55.016
"HSGY","HR03","PISI","HR03001400009",153.0,16.2308,23.7989
"HSGY","HR03","PISI","HR03001400009",153.0,16.2308,23.7989
"HSGY","HR03","PISI","HR03001400009",153.0,16.2308,23.7989
"HSGY","HR03","PISI","HR03001400009",154.4,16.5792,24.331
"HSGY","HR03","PISI","HR03001400009",154.4,16.5792,24.331
"HSGY","HR03","PISI","HR03001400009",157.5,17.3659,25.5341
"HSGY","HR03","PISI","HR03001400012",187.0,25.9163,38.7484
"HSGY","HR03","PISI","HR03001400012",188.1,26.2732,39.3048
"HSGY","HR03","PISI","HR03001400012",189.2,26.6329,39.8658
"HSGY","HR03","PISI","HR03001400012",189.6,26.7644,40.071
"HSGY","HR03","PISI","HR03001400012",191.5,27.394,41.0541
"HSGY","HR03","PISI","HR03001400012",192.3,27.6616,41.4722
"HSGY","HR03","PISI","HR03001600005",152.5,16.1073,23.6105
"HSGY","HR03","PISI","HR03001600005",152.5,16.1073,23.6105
"HSGY","HR03","PISI","HR03001600005",152.6,16.132,23.6481
"HSGY","HR03","PISI","HR03001600005",153.0,16.2308,23.7989
"HSGY","HR03","PISI","HR03001600005",155.5,16.856,24.754
"HSGY","HR03","PISI","HR03001600005",159.8,17.963,26.449
"HSGY","HR03","PISI","HR03001600006",150.9,15.716,23.0137
"HSGY","HR03","PISI","HR03001600006",152.8,16.1813,23.7234
"HSGY","HR03","PISI","HR03001600006",152.9,16.206,23.7611
"HSGY","HR03","PISI","HR03001600006",154.5,16.6043,24.3693
"HSGY","HR03","PISI","HR03001600006",157.2,17.2888,25.4162
"HSGY","HR03","PISI","HR03001600006",158.8,17.702,26.0489
"HSGY","HR04","PISI","HR04000100005",175.0,22.2026,32.9807
"HSGY","HR04","PISI","HR04000100005",174.0,21.9078,32.5247
"HSGY","HR04","PISI","HR04000100005",174.0,21.9078,32.5247
"HSGY","HR04","PISI","HR04000100005",174.0,21.9078,32.5247
"HSGY","HR04","PISI","HR04000100005",174.0,21.9078,32.5247
"HSGY","HR04","PISI","HR04000100005",174.0,21.9078,32.5247
"HSGY","HR04","PISI","HR04000200004",209.5,33.7784,51.0759
"HSGY","HR04","PISI","HR04000200004",210.5,34.1556,51.6708
"HSGY","HR04","PISI","HR04000200004",204.8,32.0376,48.3341
"HSGY","HR04","PISI","HR04000200004",203.7,31.6377,47.7052
"HSGY","HR04","PISI","HR04000200004",204.5,31.9283,48.1621
"HSGY","HR04","PISI","HR04000200004",205.5,32.2935,48.7368
"HSGY","HR04","TSHE","HR04000200007",159.7,17.141,23.5285
"HSGY","HR04","PISI","HR04000400002",151.8,15.9354,23.3483
"HSGY","HR04","PISI","HR04000400003",181.3,24.1114,35.9403
"HSGY","HR04","PISI","HR04000400003",183.5,24.7992,37.0094
"HSGY","HR04","PISI","HR04000400003",183.9,24.9254,37.2057
"HSGY","HR04","PISI","HR04000400006",193.1,27.9308,41.8929
"HSGY","HR04","PISI","HR04000400006",194.8,28.5075,42.7951
"HSGY","HR04","PISI","HR04000400006",184.6,25.1473,37.5509
"HSGY","HR04","PISI","HR04000400006",187.5,26.0782,39.0007
"HSGY","HR04","PISI","HR04000400006",189.5,26.7315,40.0196
"HSGY","HR04","PISI","HR04000400006",190.9,27.1943,40.7421
"HSGY","HR04","PISI","HR04000400012",194.5,28.4053,42.635
"HSGY","HR04","PISI","HR04000400012",197.2,29.3333,44.0882
"HSGY","HR04","PISI","HR04000400012",189.3,26.6657,39.917
"HSGY","HR04","PISI","HR04000400012",189.3,26.6657,39.917
"HSGY","HR04","PISI","HR04000400012",189.7,26.7973,40.1224
"HSGY","HR04","PISI","HR04000400012",191.8,27.4942,41.2106
"HSGY","HR04","PISI","HR04000400013",152.3,16.0581,23.5354
"HSGY","HR04","PISI","HR04000400014",187.3,26.0134,38.8997
"HSGY","HR04","PISI","HR04000400014",184.0,24.9571,37.2549
"HSGY","HR04","PISI","HR04000400014",184.5,25.1155,37.5014
"HSGY","HR04","PISI","HR04000400014",181.2,24.0804,35.8922
"HSGY","HR04","PISI","HR04000400014",182.3,24.4227,36.424
"HSGY","HR04","PISI","HR04000400014",184.4,25.0838,37.4521
"HSGY","HR04","PISI","HR04000500001",192.1,27.5946,41.3674
"HSGY","HR04","PISI","HR04000500001",195.0,28.5758,42.902
"HSGY","HR04","PISI","HR04000500001",187.7,26.1431,39.1019
"HSGY","HR04","PISI","HR04000500001",190.8,27.1611,40.6902
"HSGY","HR04","PISI","HR04000500001",190.8,27.1611,40.6902
"HSGY","HR04","PISI","HR04000500001",191.6,27.4274,41.1062
"HSGY","HR04","PISI","HR04000500002",156.7,17.1609,25.2204
"HSGY","HR04","PISI","HR04000500002",155.7,16.9066,24.8314
"HSGY","HR04","PISI","HR04000500002",152.5,16.1073,23.6105
"HSGY","HR04","PISI","HR04000500002",153.8,16.4294,24.1021
"HSGY","HR04","PISI","HR04000500002",154.9,16.7047,24.5227
"HSGY","HR04","PISI","HR04000600001",190.2,26.9623,40.3799
"HSGY","HR04","PISI","HR04000600001",192.5,27.7288,41.5771
"HSGY","HR04","PISI","HR04000600001",188.2,26.3058,39.3556
"HSGY","HR04","PISI","HR04000600001",187.9,26.2081,39.2033
"HSGY","HR04","PISI","HR04000600001",188.4,26.371,39.4573
"HSGY","HR04","PISI","HR04000600001",190.7,27.1279,40.6384
"HSGY","HR04","PISI","HR04000600002",271.2,61.6694,95.7191
"HSGY","HR04","PISI","HR04000600002",274.4,63.3797,98.4921
"HSGY","HR04","PISI","HR04000600002",269.1,60.5616,93.9247
"HSGY","HR04","PISI","HR04000600002",271.1,61.6164,95.6332
"HSGY","HR04","PISI","HR04000600002",268.0,59.9858,92.9928
"HSGY","HR04","PISI","HR04000600002",270.5,61.2989,95.1188
"HSGY","HR04","TSHE","HR04000800001",167.3,18.9753,26.3871
"HSGY","HR04","TSHE","HR04000800001",158.5,16.8593,23.095
"HSGY","HR04","TSHE","HR04000800001",152.7,15.5286,21.0668
"HSGY","HR04","TSHE","HR04000800001",152.8,15.5512,21.1009
"HSGY","HR04","TSHE","HR04000800001",153.9,15.7998,21.4773
"HSGY","HR04","TSHE","HR04000800001",156.5,16.3947,22.383
"HSGY","HR04","PISI","HR04001000003",239.4,46.1058,70.6583
"HSGY","HR04","PISI","HR04001000003",240.5,46.6014,71.4509
"HSGY","HR04","PISI","HR04001000003",236.2,44.6814,68.3821
"HSGY","HR04","PISI","HR04001000003",236.4,44.7697,68.5231
"HSGY","HR04","PISI","HR04001000003",237.9,45.435,69.5858
"HSGY","HR04","PISI","HR04001000003",238.0,45.4795,69.657
"HSGY","HR04","PISI","HR04001400006",190.9,27.1943,40.7421
"HSGY","HR04","PISI","HR04001400006",191.7,27.4608,41.1584
"HSGY","HR04","PISI","HR04001400006",186.2,25.6585,38.3468
"HSGY","HR04","PISI","HR04001400006",185.6,25.4661,38.0472
"HSGY","HR04","PISI","HR04001400006",186.5,25.755,38.4971
"HSGY","HR04","PISI","HR04001400006",190.0,26.8963,40.2768
"HSGY","HR04","PISI","HR04001500001",168.3,20.2706,29.9967
"HSGY","HR04","PISI","HR04001500001",167.9,20.1584,29.8238
"HSGY","HR04","PISI","HR04001500001",164.1,19.1105,28.2107
"HSGY","HR04","PISI","HR04001500001",165.2,19.4105,28.6722
"HSGY","HR04","PISI","HR04001500001",166.9,19.8795,29.3942
"HSGY","HR04","PISI","HR04001500001",166.8,19.8518,29.3514
"HSGY","HR04","PISI","HR04001500004",209.7,33.8537,51.1946
"HSGY","HR04","PISI","HR04001500004",207.3,32.957,49.7814
"HSGY","HR04","PISI","HR04001500004",206.8,32.7719,49.4899
"HSGY","HR04","PISI","HR04001500004",206.1,32.5138,49.0835
"HSGY","HR04","PISI","HR04001500004",209.2,33.6657,50.8982
"HSGY","HR04","PISI","HR04001500004",209.3,33.7033,50.9574
"HSGY","HR04","PISI","HR04001600001",192.8,27.8297,41.7348
"HSGY","HR04","PISI","HR04001600001",194.0,28.2353,42.3691
"HSGY","HR04","PISI","HR04001600001",189.4,26.6986,39.9683
"HSGY","HR04","PISI","HR04001600001",188.0,26.2406,39.254
"HSGY","HR04","PISI","HR04001600001",188.8,26.5018,39.6612
"HSGY","HR04","PISI","HR04001600001",189.0,26.5673,39.7634
"HSGY","HR04","PISI","HR04001600005",196.2,28.9876,43.5466
"HSGY","HR04","PISI","HR04001600005",199.5,30.1374,45.3488
"HSGY","HR04","PISI","HR04001600005",192.9,27.8633,41.7875
"HSGY","HS01","PISI","HS01000100015",156.4,17.0843,25.1033
"HSGY","HS01","PISI","HS01000100015",161.5,18.4118,27.1375
"HSGY","HS01","PISI","HS01000300002",178.3,23.1912,34.5122
"HSGY","HS01","PISI","HS01000300002",175.5,22.3508,33.2101
"HSGY","HS01","PISI","HS01000300002",179.9,23.6794,35.2696
"HSGY","HS01","PISI","HS01000600016",154.3,16.5542,24.2928
"HSGY","HS01","PISI","HS01000600016",151.6,15.8865,23.2737
"HSGY","HS01","PISI","HS01000600016",152.9,16.206,23.7611
"HSGY","HS01","PISI","HS01000700001",182.2,24.3914,36.3754
"HSGY","HS01","PISI","HS01000700001",176.5,22.6489,33.6718
"HSGY","HS01","PISI","HS01000700001",179.0,23.4041,34.8424
"HSGY","HS01","PISI","HS01000700002",184.2,25.0204,37.3534
"HSGY","HS01","PISI","HS01000700002",180.7,23.9257,35.652
"HSGY","HS01","PISI","HS01000700002",184.8,25.2108,37.6498
"HSGY","HS01","PISI","HS01000800006",153.7,16.4045,24.0641
"HSGY","HS01","PISI","HS01000800006",150.5,15.619,22.8659
"HSGY","HS01","PISI","HS01000800006",153.4,16.3299,23.9502
"HSGY","HS01","PISI","HS01001100011",156.5,17.1098,25.1423
"HSGY","HS01","PISI","HS01001100011",155.3,16.8055,24.6768
"HSGY","HS01","PISI","HS01001100011",155.8,16.9319,24.8701
"HSGY","HS01","PISI","HS01001100019",152.0,15.9844,23.423
"HSGY","HS01","PISI","HS01001300011",160.7,18.1998,26.8122
"HSGY","HS01","PISI","HS01001300011",158.0,17.4947,25.7314
"HSGY","HS01","PISI","HS01001300011",158.4,17.5982,25.8899
"HSGY","HS01","PISI","HS01001400014",152.0,15.9844,23.423
"HSGY","HS01","PISI","HS01001400014",150.1,15.5224,22.7186
"HSGY","HS01","PISI","HS01001500008",157.5,17.3659,25.5341
"HSGY","HS01","PISI","HS01001500008",151.0,15.7403,23.0507
"HSGY","HS01","PISI","HS01001500008",151.3,15.8133,23.162
"HSGY","HS02","PISI","HS02000100010",297.0,76.2266,119.4255
"HSGY","HS02","PISI","HS02000100010",299.8,77.913,122.186
"HSGY","HS02","PISI","HS02000100010",306.1,81.7846,128.5339
"HSGY","HS02","PISI","HS02000100010",307.1,82.409,129.559
"HSGY","HS03","PISI","HS03000100007",151.2,15.7889,23.1249
"HSGY","HS03","PISI","HS03000100007",159.6,17.9106,26.3687
"HSGY","HS03","PISI","HS03000100007",163.6,18.975,28.0024
"HSGY","HS03","PISI","HS03000100007",165.3,19.438,28.7144
"HSGY","HS03","PISI","HS03000100007",177.0,22.7988,33.904
"HSGY","HS03","PISI","HS03000200010",156.3,17.0589,25.0643
"HSGY","HS03","PISI","HS03000300005",152.7,16.1566,23.6858
"HSGY","HS03","PISI","HS03000300005",167.3,19.9908,29.5656
"HSGY","HS03","PISI","HS03000400004",153.5,16.3547,23.9881
"HSGY","HS03","PISI","HS03000700012",162.0,18.545,27.342
"HSGY","HS03","PISI","HS03000700012",166.5,19.7686,29.2233
"HSGY","HS03","PISI","HS03000700012",169.0,20.4678,30.3006
"HSGY","HS03","PISI","HS03000700012",171.5,21.1808,31.401
"HSGY","HS03","PISI","HS03000700012",176.9,22.7688,33.8575
"HSGY","HS03","PISI","HS03000900009",152.5,16.1073,23.6105
"HSGY","HS03","PISI","HS03001000012",153.3,16.3051,23.9123
"HSGY","HS03","PISI","HS03001000012",153.4,16.3299,23.9502
"HSGY","HS03","PISI","HS03001000012",154.8,16.6795,24.4843
"HSGY","HS03","PISI","HS03001000012",160.3,18.0944,26.6504
"HSGY","HS03","PISI","HS03001100007",152.5,16.1073,23.6105
"HSGY","HS03","PISI","HS03001100007",152.6,16.132,23.6481
"HSGY","HS03","PISI","HS03001100007",155.1,16.755,24.5997
"HSGY","HS03","PISI","HS03001100007",163.3,18.8939,27.8779
"HSGY","HS03","PISI","HS03001200011",160.4,18.1207,26.6908
"HSGY","HS03","PISI","HS03001200011",152.4,16.0827,23.5729
"HSGY","HS03","PISI","HS03001200011",156.7,17.1609,25.2204
"HSGY","HS03","PISI","HS03001200025",216.8,36.5871,55.5129
"HSGY","HS03","PISI","HS03001200025",200.5,30.4908,45.9035
"HSGY","HS03","PISI","HS03001200025",204.2,31.8191,47.9905
"HSGY","HS03","PISI","HS03001200025",204.5,31.9283,48.1621
"HSGY","HS03","PISI","HS03001200025",210.4,34.1178,51.6112
"HSGY","HS03","PISI","HS03001600011",159.3,17.8322,26.2485
"HSGY","HS03","PISI","HS03001600011",150.8,15.6917,22.9767
"HSGY","HS03","PISI","HS03001600011",153.2,16.2803,23.8745
"HSGY","HS04","PSME","HS04000200011",246.5,47.5241,75.8666
"HSGY","HS04","PSME","HS04000200011",246.6,47.5658,75.9415
"HSGY","HS04","PSME","HS04000200011",247.5,47.9413,76.6178
"HSGY","HS04","PISI","HS04000400010",155.5,16.856,24.754
"HSGY","HS04","PISI","HS04000400010",159.6,17.9106,26.3687
"HSGY","HS04","PISI","HS04000400010",160.4,18.1207,26.6908
"HSGY","HS04","PISI","HS04000400010",163.3,18.8939,27.8779
"HSGY","HS04","PISI","HS04000400010",181.3,24.1114,35.9403
"HSGY","HS04","PISI","HS04000600005",152.5,16.1073,23.6105
"HSGY","HS04","PISI","HS04000600005",153.3,16.3051,23.9123
"HSGY","HS04","PISI","HS04000600005",153.7,16.4045,24.0641
"HSGY","HS04","PISI","HS04000600005",156.1,17.008,24.9865
