"PSP_STUDYID","STANDID","SPECIES","TREEID","DBH","BEST_BIOMASS","JENKINS_BIOMASS"
"MRRS","AE10","ABPR","AE10000200040",153.8,24.1944,21.4429
"MRRS","AG05","PSME","AG05000100019",152.1,20.7044,23.4605
"MRRS","AG05","PSME","AG05000100019",151.9,20.6381,23.3856
"MRRS","AG05","PSME","AG05000100019",158.7,22.9622,26.0091
"MRRS","AG05","PSME","AG05000100019",154.5,21.5095,24.3693
"MRRS","AG05","PSME","AG05000100019",154.5,21.5095,24.3693
"MRRS","AG05","PSME","AG05000100019",156.1,22.0563,24.9865
"MRRS","AG05","PSME","AG05001200023",157.8,22.6462,25.6524
"MRRS","AG05","PSME","AG05001200023",162.0,24.1431,27.342
"MRRS","AG05","PSME","AG05001200023",164.1,24.9128,28.2108
"MRRS","AG05","PSME","AG05001200023",159.4,23.2098,26.2885
"MRRS","AG05","PSME","AG05001200023",160.0,23.4232,26.5295
"MRRS","AG05","PSME","AG05001200023",159.9,23.3876,26.4892
"MRRS","AO03","THPL","AO03000100001",193.3,18.2059,37.688
"MRRS","AO03","THPL","AO03000100001",194.6,18.5014,38.3168
"MRRS","AO03","THPL","AO03000100001",195.9,18.7997,38.9519
"MRRS","AO03","THPL","AO03000100001",197.1,19.0776,39.5436
"MRRS","AO03","THPL","AO03000100004",181.7,15.6907,32.3493
"MRRS","AO03","THPL","AO03000100004",189.9,17.446,36.0727
"MRRS","AO03","THPL","AO03000100004",192.0,17.9131,37.0654
"MRRS","AO03","THPL","AO03000100004",183.2,16.0037,33.0124
"MRRS","AO03","THPL","AO03000100004",184.7,16.3203,33.6835
"MRRS","AO03","THPL","AO03000100004",186.2,16.6405,34.3627
"MRRS","AO03","THPL","AO03000100004",187.8,16.9861,35.096
"MRRS","AO03","THPL","AO03000100008",192.5,18.0254,37.3041
"MRRS","AO03","THPL","AO03000100008",192.0,17.9131,37.0654
"MRRS","AO03","THPL","AO03000100008",191.9,17.8907,37.0178
"MRRS","AO03","THPL","AO03000100008",193.3,18.2059,37.688
"MRRS","AO03","THPL","AO03000100008",191.2,17.7343,36.6853
"MRRS","AO03","THPL","AO03000100008",191.5,17.8013,36.8276
"MRRS","AO03","THPL","AO03000100008",191.7,17.846,36.9226
"MRRS","AO03","THPL","AO03000100010",185.5,16.4906,34.0447
"MRRS","AO03","THPL","AO03000100010",190.6,17.6009,36.4018
"MRRS","AO03","THPL","AO03000100010",190.7,17.6231,36.449
"MRRS","AO03","THPL","AO03000100010",185.7,16.5334,34.1354
"MRRS","AO03","THPL","AO03000100010",185.9,16.5762,34.2262
"MRRS","AO03","THPL","AO03000100010",186.1,16.6191,34.3171
"MRRS","AO03","THPL","AO03000100010",187.4,16.8994,34.9118
"MRRS","AO03","THPL","AO03000100012",198.2,19.3344,40.0907
"MRRS","AO03","THPL","AO03000100012",204.5,20.8439,43.311
"MRRS","AO03","THPL","AO03000100012",206.3,21.2873,44.2585
"MRRS","AO03","THPL","AO03000100012",199.6,19.6641,40.7935
"MRRS","AO03","THPL","AO03000100012",201.0,19.9971,41.5036
"MRRS","AO03","THPL","AO03000100012",202.4,20.3333,42.221
"MRRS","AO03","THPL","AO03000100012",203.9,20.6972,42.9979
"MRRS","AO03","THPL","AO03000300009",175.1,14.3562,29.5267
"MRRS","AO03","THPL","AO03000300009",202.6,20.3816,42.3241
"MRRS","AO03","THPL","AO03000300009",207.7,21.636,45.0039
"MRRS","AO03","THPL","AO03000300009",182.7,15.899,32.7904
"MRRS","AO03","THPL","AO03000300009",187.5,16.921,34.9578
"MRRS","AO03","THPL","AO03000300009",194.5,18.4786,38.2682
"MRRS","AO03","THPL","AO03000300009",198.4,19.3813,40.1906
"MRRS","AO03","THPL","AO03000400014",231.1,27.9616,58.5832
"MRRS","AO03","THPL","AO03000400014",238.0,30.0094,63.0004
"MRRS","AO03","THPL","AO03000400014",240.0,30.6188,64.3167
"MRRS","AO03","THPL","AO03000400014",232.4,28.3409,59.4008
"MRRS","AO03","THPL","AO03000400014",233.7,28.7233,60.2252
"MRRS","AO03","THPL","AO03000400014",235.0,29.1086,61.0563
"MRRS","AO03","THPL","AO03000400014",235.2,29.1682,61.1848
"MRRS","AO03","THPL","AO03000400015",240.1,30.6494,64.383
"MRRS","AO03","THPL","AO03000400015",243.0,31.5463,66.3217
"MRRS","AO03","THPL","AO03000400015",245.0,32.1737,67.6789
"MRRS","AO03","THPL","AO03000400015",240.1,30.6494,64.383
"MRRS","AO03","THPL","AO03000400015",240.8,30.8645,64.8478
"MRRS","AO03","THPL","AO03000400015",241.8,31.1734,65.5153
"MRRS","AO03","THPL","AO03000400015",240.7,30.8338,64.7813
"MRRS","AO03","PSME","AO03000600005",210.7,45.808,51.7903
"MRRS","AO03","PSME","AO03000600005",223.0,52.5995,59.4539
"MRRS","AO03","PSME","AO03000600005",225.0,53.7565,60.7594
"MRRS","AO03","PSME","AO03000600005",214.0,47.5759,53.7852
"MRRS","AO03","PSME","AO03000600005",215.8,48.5569,54.8922
"MRRS","AO03","PSME","AO03000600005",218.5,50.0505,56.5776
"MRRS","AO03","PSME","AO03000600005",219.1,50.3861,56.9563
"MRRS","AO03","PSME","AO03000600018",194.8,37.8363,42.7951
"MRRS","AO03","PSME","AO03000600018",200.9,40.7886,46.1265
"MRRS","AO03","PSME","AO03000600018",208.3,44.5469,50.3674
"MRRS","AO03","PSME","AO03000600018",192.0,36.5248,41.3151
"MRRS","AO03","PSME","AO03000600018",195.3,38.0734,43.0626
"MRRS","AO03","PSME","AO03000600018",198.2,39.4657,44.6337
"MRRS","AO03","PSME","AO03000600018",198.3,39.5143,44.6885
"MRRS","AO03","THPL","AO03000900002",191.5,17.8013,36.8276
"MRRS","AO03","THPL","AO03000900002",197.7,19.2174,39.8414
"MRRS","AO03","THPL","AO03000900002",199.5,19.6404,40.743
"MRRS","AO03","THPL","AO03000900002",192.0,17.9131,37.0654
"MRRS","AO03","THPL","AO03000900002",193.2,18.1833,37.6399
"MRRS","AO03","THPL","AO03000900002",195.5,18.7077,38.7558
"MRRS","AO03","THPL","AO03000900002",196.3,18.8921,39.1485
"MRRS","AO03","PSME","AO03001400011",221.6,51.7985,58.5501
"MRRS","AO03","PSME","AO03001400011",226.5,54.6339,61.7495
"MRRS","AO03","PSME","AO03001400011",228.4,55.7574,63.0173
"MRRS","AO03","PSME","AO03001400011",222.2,52.1409,58.9364
"MRRS","AO03","PSME","AO03001400011",222.0,52.0266,58.8075
"MRRS","AO03","PSME","AO03001400011",223.0,52.5995,59.4539
"MRRS","AO03","PSME","AO03001400011",225.6,54.1064,61.1543
"MRRS","AV02","THPL","AV02000100017",179.5,15.2382,31.3913
"MRRS","AV02","THPL","AV02000100017",179.5,15.2382,31.3913
"MRRS","AV02","THPL","AV02000100017",182.6,15.8781,32.7462
"MRRS","AV02","THPL","AV02000100017",179.4,15.2178,31.3482
"MRRS","AV02","THPL","AV02000100017",183.2,16.0037,33.0124
"MRRS","AV02","THPL","AV02000100017",183.7,16.1088,33.2352
"MRRS","AV02","THPL","AV02000100017",185.4,16.4693,33.9994
"MRRS","AV02","PSME","AV02001000051",181.0,31.6339,35.796
"MRRS","AV02","PSME","AV02001000051",184.4,33.1015,37.4521
"MRRS","AV02","PSME","AV02001000051",186.4,33.9831,38.447
"MRRS","AV02","PSME","AV02001000051",181.5,31.8473,36.0367
"MRRS","AV02","PSME","AV02001000051",186.6,34.072,38.5473
"MRRS","AV02","PSME","AV02001000051",189.1,35.1951,39.8146
"MRRS","AV02","PSME","AV02001000051",187.4,34.4291,38.9502
"MRRS","AV14","TSHE","AV14000400009",189.9,24.9353,36.0727
"MRRS","AV14","TSHE","AV14000400009",191.9,25.4987,37.0178
"MRRS","AV14","TSHE","AV14000400009",191.3,25.3291,36.7327
"MRRS","AV14","TSHE","AV14000400009",190.8,25.1881,36.4962
"MRRS","AV14","TSHE","AV14000400009",194.0,26.0965,38.0258
"MRRS","AV14","TSHE","AV14000400009",195.3,26.4698,38.658
"MRRS","AV14","CHNO","AV14001100010",241.5,31.0805,65.3147
"MRRS","AV14","CHNO","AV14001100010",246.5,32.649,68.7075
"MRRS","AV14","CHNO","AV14001100010",251.5,34.2626,72.2035
"MRRS","AV14","CHNO","AV14001100010",252.3,34.5251,72.7725
"MRRS","AV14","CHNO","AV14001600002",208.2,21.7614,45.2719
"MRRS","AV14","CHNO","AV14001600002",209.0,21.9628,45.7027
"MRRS","AV14","CHNO","AV14001600002",209.8,22.1653,46.1359
"MRRS","AV14","CHNO","AV14001600002",210.0,22.2161,46.2446
"MRRS","AV14","CHNO","AV14001600002",212.5,22.8568,47.6162
"MRRS","AV14","CHNO","AV14001600002",213.7,23.1681,48.2831
"MRRS","AV14","CHNO","AV14001600013",153.7,10.4962,21.4086
"NFGY","BLNF","ABPR","BLNF000100002",159.8,26.7064,23.5649
"NFGY","BLNF","ABPR","BLNF000100010",167.7,30.2488,26.543
"NFGY","BLNF","ABPR","BLNF000200014",151.8,23.3906,20.7621
"NFGY","BLNF","ABPR","BLNF000400015",150.7,22.9556,20.3932
"NFGY","BLNF","ABPR","BLNF000500003",155.0,24.6847,21.8578
"MSHV","CFMF","THPL","CFMF000200007",150.3,7.6726,20.26
"MSHV","CFMF","THPL","CFMF000200010",160.1,8.8684,23.6741
"MSHV","CFMF","THPL","CFMF000200014",152.0,7.8739,20.8296
"MSHV","CFMF","PSME","CFMF000400013",224.6,38.818,60.497
"MSHV","CFMF","PSME","CFMF000600022",163.9,19.1236,28.1273
"MSHV","CFMF","PSME","CFMF000800003",163.9,19.1236,28.1273
"MSHV","CFMF","PSME","CFMF001400006",154.4,16.6535,24.331
"MSHV","CFMF","PSME","CFMF001500028",177.6,22.9832,34.1839
"MSHV","CFMF","PSME","CFMF001500028",179.1,23.427,34.8897
"MSHV","CFMF","PSME","CFMF001500032",169.5,20.659,30.5189
"MSHV","CFMF","PSME","CFMF001800034",171.2,21.1367,31.2677
"MSHV","CFMF","PSME","CFMF001900026",158.3,17.6469,25.8502
"MSHV","CFMF","THPL","CFMF002100018",154.5,8.1746,21.6844
"MSHV","CFMF","THPL","CFMF002100018",154.5,8.1746,21.6844
"MSHV","CFMF","THPL","CFMF002100018",154.1,8.1262,21.5462
"MSHV","CFMF","PSME","CFMF002100019",185.1,25.2431,37.7985
"MSHV","CFMF","THPL","CFMF002300002",199.2,14.4717,40.5919
"MSHV","CFMF","THPL","CFMF002400006",161.8,9.0845,24.2989
"MSHV","CFMF","THPL","CFMF002400006",162.2,9.1357,24.4473
"MSHV","CFMF","THPL","CFMF002400006",154.5,8.1746,21.6844
"MSHV","CFMF","THPL","CFMF002400008",162.6,9.187,24.5962
"MSHV","CFMF","THPL","CFMF002400008",171.3,10.3387,27.9708
"MSHV","CFMF","THPL","CFMF002400008",160.9,8.9698,23.9669
"MSHV","CFMF","PSME","CFMF002700021",159.9,18.0628,26.4892
"MSHV","CFMF","PSME","CFMF002700021",162.0,18.6159,27.342
"MSHV","CFMF","PSME","CFMF002700021",156.0,17.0576,24.9477
"MSHV","CFMF","PSME","CFMF002800024",174.2,21.9928,32.6156
"MSHV","CFMF","PSME","CFMF002800024",174.4,22.0505,32.7066
"MSHV","CFMF","PSME","CFMF002800024",173.4,21.7629,32.2529
"MSHV","CFMF","PSME","CFMF003000022",163.3,18.9625,27.8779
"MSHV","CFMF","PSME","CFMF003300016",158.5,17.6986,25.9296
"MSHV","CFMF","PSME","CFMF003300016",157.2,17.3638,25.4162
"MSHV","CFMF","PSME","CFMF003300016",158.4,17.6728,25.8899
"HSGY","CH05","PISI","CH05000100001",157.6,17.3916,25.5735
"HSGY","CH05","PISI","CH05000100001",153.4,16.3299,23.9502
"HSGY","CH05","PISI","CH05000100008",150.9,15.716,23.0137
"HSGY","CH05","PISI","CH05000400009",152.9,16.206,23.7611
"HSGY","CH05","PISI","CH05000400009",154.0,16.4792,24.1783
"HSGY","CH10","PISI","CH10000200032",150.8,15.6917,22.9767
"HSGY","CH10","PISI","CH10000400012",152.5,16.1073,23.6105
"HSGY","CH10","PISI","CH10000400012",154.9,16.7047,24.5227
"HSGY","CH10","PISI","CH10000400012",158.2,17.5464,25.8106
"MSHV","CLMA","PSME","CLMA000100252",157.0,17.3126,25.3378
"MSHV","CLMA","PSME","CLMA000100252",160.5,18.22,26.7312
"MSHV","EPMA","PSME","EPMA000100001",174.0,21.9353,32.5247
"MSHV","EPMA","PSME","EPMA000100001",169.2,20.5753,30.3878
"MSHV","EPMA","PSME","EPMA000100107",151.0,15.811,23.0507
"MSHV","EPMA","PSME","EPMA000100211",180.0,23.6952,35.3173
"MSHV","EPMA","PSME","EPMA000100211",187.4,25.9568,38.9502
"MSHV","EPMA","CHNO","EPMA000100286",167.0,12.8122,26.2706
"MSHV","EPMA","CHNO","EPMA000100286",166.5,12.7202,26.077
"NFGY","GMNF","ABPR","GMNF000100007",151.6,23.3111,20.6947
"NFGY","GMNF","ABPR","GMNF000100007",150.3,22.7987,20.26
"NFGY","GMNF","ABPR","GMNF000100007",150.1,22.7204,20.1936
"NFGY","GMNF","PSME","GMNF000100011",196.5,28.8745,43.7087
"NFGY","GMNF","PSME","GMNF000100011",189.5,26.6168,40.0196
"NFGY","GMNF","PSME","GMNF000100011",195.3,28.4812,43.0626
"NFGY","GMNF","PSME","GMNF000100011",193.3,27.8314,41.9984
"NFGY","GMNF","PSME","GMNF000100011",194.3,28.1554,42.5285
"NFGY","GMNF","ABPR","GMNF000100014",166.5,29.6932,26.077
"NFGY","GMNF","ABPR","GMNF000100014",161.4,27.4021,24.151
"NFGY","GMNF","ABPR","GMNF000100014",165.3,29.144,25.6159
"NFGY","GMNF","ABPR","GMNF000100014",163.3,28.2425,24.8582
"NFGY","GMNF","ABPR","GMNF000100014",165.8,29.3721,25.8074
"NFGY","GMNF","ABPR","GMNF000300003",203.7,49.9701,42.8938
"NFGY","GMNF","ABPR","GMNF000300003",203.4,49.7804,42.738
"NFGY","GMNF","ABPR","GMNF000300015",176.8,34.6692,30.239
"NFGY","GMNF","ABPR","GMNF000300015",175.7,34.1152,29.7769
"NFGY","GMNF","PSME","GMNF000300019",176.2,22.5728,33.5329
"NFGY","GMNF","PSME","GMNF000300019",163.5,19.0161,27.9609
"NFGY","GMNF","PSME","GMNF000300019",172.6,21.5342,31.8926
"NFGY","GMNF","PSME","GMNF000300019",167.9,20.2144,29.8238
"NFGY","GMNF","PSME","GMNF000300019",171.6,21.2499,31.4455
"NFGY","GMNF","ABPR","GMNF000400016",160.2,26.8793,23.7106
"NFGY","GMNF","ABPR","GMNF000500001",150.8,22.9949,20.4265
"NFGY","GMNF","ABPR","GMNF000500006",153.7,24.1538,21.4086
"NFGY","GMNF","ABPR","GMNF000500006",151.4,23.2318,20.6275
"NFGY","GMNF","ABPR","GMNF000500006",151.8,23.3906,20.7621
"NFGY","GMNF","ABPR","GMNF000500006",153.2,23.9515,21.2373
"NFGY","GMNF","ABPR","GMNF000500008",165.9,29.4178,25.8458
"NFGY","GMNF","ABPR","GMNF000500008",165.9,29.4178,25.8458
"NFGY","GMNF","ABPR","GMNF000500008",162.0,27.6658,24.373
"NFGY","GMNF","ABPR","GMNF000500008",164.6,28.8265,25.3491
"NFGY","GMNF","ABPR","GMNF000500008",164.8,28.917,25.4252
"NFGY","GMNF","ABPR","GMNF000500012",154.5,24.4796,21.6844
"NFGY","GMNF","ABPR","GMNF000500012",152.8,23.7904,21.1009
"NFGY","GMNF","ABPR","GMNF000500012",152.0,23.4702,20.8296
"NFGY","GMNF","ABPR","GMNF000500012",154.5,24.4796,21.6844
"NFGY","GMNF","ABPR","GMNF000600002",154.9,24.6436,21.823
"NFGY","GMNF","ABPR","GMNF000600002",152.1,23.5101,20.8634
"NFGY","GMNF","ABPR","GMNF000600002",150.1,22.7204,20.1936
"NFGY","GMNF","ABPR","GMNF000600002",151.2,23.1527,20.5603
"NFGY","GMNF","ABPR","GMNF000600007",209.9,53.991,46.1903
"NFGY","GMNF","ABPR","GMNF000600007",199.5,47.3539,40.743
"NFGY","GMNF","ABPR","GMNF000600007",184.5,38.7019,33.5935
"NFGY","GMNF","ABPR","GMNF000600007",192.5,43.1833,37.3041
"NFGY","GMNF","ABPR","GMNF000600007",195.2,44.764,38.6091
"NFGY","GMNF","ABPR","GMNF000600015",181.0,36.8352,32.0426
"NFGY","GMNF","ABPR","GMNF000600015",177.0,34.7705,30.3235
"NFGY","GMNF","ABPR","GMNF000600015",175.1,33.8153,29.5267
"NFGY","GMNF","ABPR","GMNF000600015",176.7,34.6186,30.1968
"NFGY","GMNF","ABPR","GMNF000600015",178.5,35.5362,30.9615
"NFGY","GMNF","ABPR","GMNF000700002",170.6,31.6175,27.6897
"NFGY","GMNF","ABPR","GMNF000700002",167.9,30.342,26.6212
"NFGY","GMNF","ABPR","GMNF000700002",162.6,27.931,24.5962
"NFGY","GMNF","ABPR","GMNF000700002",165.3,29.144,25.6159
"NFGY","GMNF","ABPR","GMNF000700002",166.9,29.8777,26.2318
"NFGY","GMNF","PSME","GMNF000700009",197.4,29.1712,44.197
"NFGY","GMNF","PSME","GMNF000700009",194.8,28.3181,42.7951
"NFGY","GMNF","PSME","GMNF000700009",184.0,24.9052,37.2549
"NFGY","GMNF","PSME","GMNF000700009",189.4,26.5852,39.9683
"NFGY","GMNF","PSME","GMNF000700009",193.3,27.8314,41.9984
"NFGY","GMNF","ABPR","GMNF001000002",185.6,39.3003,34.09
"NFGY","GMNF","ABPR","GMNF001000002",183.4,38.1091,33.1014
"NFGY","GMNF","ABPR","GMNF001000002",179.0,35.7937,31.176
"NFGY","GMNF","ABPR","GMNF001000002",181.9,37.3098,32.4372
"NFGY","GMNF","ABPR","GMNF001000002",182.8,37.7882,32.8348
"NFGY","GMNF","ABPR","GMNF001000010",169.5,31.0939,27.2513
"NFGY","GMNF","ABPR","GMNF001000010",155.1,24.7258,21.8926
"NFGY","GMNF","ABPR","GMNF001000010",151.2,23.1527,20.5603
"NFGY","GMNF","ABPR","GMNF001000010",154.3,24.3979,21.6152
"NFGY","GMNF","ABPR","GMNF001200005",167.7,30.2488,26.543
"NFGY","GMNF","ABPR","GMNF001200005",165.8,29.3721,25.8074
"NFGY","GMNF","ABPR","GMNF001200005",161.0,27.2271,24.0037
"NFGY","GMNF","ABPR","GMNF001200005",163.5,28.3318,24.9334
"NFGY","GMNF","ABPR","GMNF001200005",165.4,29.1895,25.6541
"NFGY","GMNF","PSME","GMNF001200008",169.4,20.6311,30.4751
"NFGY","GMNF","PSME","GMNF001200008",164.9,19.3935,28.5459
"NFGY","GMNF","PSME","GMNF001200008",155.0,16.8044,24.5612
"NFGY","GMNF","PSME","GMNF001200008",160.7,18.2725,26.8122
"NFGY","GMNF","PSME","GMNF001200008",162.8,18.8289,27.6711
"NFGY","GMNF","ABPR","GMNF001200024",180.9,36.7827,31.999
"NFGY","GMNF","ABPR","GMNF001200024",178.4,35.4849,30.9187
"NFGY","GMNF","ABPR","GMNF001200024",173.4,32.9744,28.8244
"NFGY","GMNF","ABPR","GMNF001200024",176.8,34.6692,30.239
"NFGY","GMNF","ABPR","GMNF001200024",177.9,35.2287,30.7054
"NFGY","GMNF","ABPR","GMNF001300006",158.9,26.3199,23.2389
"NFGY","GMNF","ABPR","GMNF001300006",158.5,26.1492,23.095
"NFGY","GMNF","ABPR","GMNF001300006",157.1,25.5572,22.5952
"NFGY","GMNF","ABPR","GMNF001300006",158.3,26.0641,23.0232
"NFGY","GMNF","ABPR","GMNF001300006",158.5,26.1492,23.095
"NFGY","GMNF","ABPR","GMNF001300011",172.2,32.3886,28.3348
"NFGY","GMNF","ABPR","GMNF001300011",170.2,31.4265,27.5298
"NFGY","GMNF","ABPR","GMNF001300011",164.4,28.7362,25.2732
"NFGY","GMNF","ABPR","GMNF001300011",168.2,30.4821,26.7386
"NFGY","GMNF","ABPR","GMNF001300011",170.0,31.3312,27.4501
"NFGY","GMNF","ABPR","GMNF001400008",169.0,30.8577,27.0535
"NFGY","GMNF","ABPR","GMNF001400008",168.9,30.8106,27.014
"NFGY","GMNF","ABPR","GMNF001400008",161.8,27.5777,24.2989
"NFGY","GMNF","ABPR","GMNF001400008",165.8,29.3721,25.8074
"NFGY","GMNF","ABPR","GMNF001400008",167.5,30.1557,26.465
"NFGY","GMNF","ABPR","GMNF001800007",167.1,29.9702,26.3094
"NFGY","GMNF","ABPR","GMNF001800007",165.7,29.3264,25.769
"NFGY","GMNF","ABPR","GMNF001800007",161.2,27.3145,24.0773
"NFGY","GMNF","ABPR","GMNF001800007",163.0,28.1087,24.7457
"NFGY","GMNF","ABPR","GMNF001800007",165.2,29.0985,25.5776
"NFGY","GMNF","ABPR","GMNF001900003",194.2,44.1745,38.1227
"NFGY","GMNF","ABPR","GMNF001900003",194.0,44.0572,38.0258
"NFGY","GMNF","ABPR","GMNF001900003",189.0,41.1857,35.6522
"NFGY","GMNF","ABPR","GMNF001900003",191.2,42.4345,36.6853
"NFGY","GMNF","ABPR","GMNF001900003",192.9,43.4153,37.4958
"NFGY","GMNF","ABPR","GMNF001900006",198.5,46.7436,40.2407
"NFGY","GMNF","ABPR","GMNF001900006",197.3,46.0177,39.6427
"NFGY","GMNF","ABPR","GMNF001900006",191.1,42.3773,36.638
"NFGY","GMNF","ABPR","GMNF001900006",195.5,44.9418,38.7558
"NFGY","GMNF","ABPR","GMNF001900006",196.4,45.4778,39.1978
"NFGY","GMNF","ABPR","GMNF001900013",151.5,23.2715,20.6611
"NFGY","GMNF","PSME","GMNF002000004",211.7,34.0797,52.3901
"NFGY","GMNF","PSME","GMNF002000004",207.6,32.6352,49.9567
"NFGY","GMNF","PSME","GMNF002000004",201.5,30.5413,46.4621
"NFGY","GMNF","PSME","GMNF002000004",205.5,31.9068,48.7368
"NFGY","GMNF","PSME","GMNF002000004",206.9,32.3915,49.5481
"NFGY","GMNF","PSME","GMNF002100010",165.6,19.5835,28.8411
"NFGY","GMNF","PSME","GMNF002100010",167.7,20.1591,29.7376
"NFGY","GMNF","PSME","GMNF002100010",164.6,19.3123,28.42
"NFGY","GMNF","PSME","GMNF002100010",167.3,20.0488,29.5656
"NFGY","GMNF","PSME","GMNF002100010",168.4,20.3528,30.04
"NFGY","GMNF","ABPR","GMNF002100016",166.8,29.8315,26.193
"NFGY","GMNF","ABPR","GMNF002100016",165.0,29.0076,25.5013
"NFGY","GMNF","ABPR","GMNF002100016",161.0,27.2271,24.0037
"NFGY","GMNF","ABPR","GMNF002100016",164.4,28.7362,25.2732
"NFGY","GMNF","ABPR","GMNF002100016",164.9,28.9623,25.4632
"NFGY","GMNF","PSME","GMNF002200010",220.2,37.1691,57.6543
"NFGY","GMNF","PSME","GMNF002200010",215.3,35.3726,54.5834
"NFGY","GMNF","PSME","GMNF002200010",206.5,32.2527,49.3155
"NFGY","GMNF","PSME","GMNF002200010",212.0,34.1866,52.5709
"NFGY","GMNF","PSME","GMNF002200010",213.6,34.7593,53.541
"NFGY","GMNF","ABPR","GMNF002200017",175.8,34.1653,29.8188
"NFGY","GMNF","ABPR","GMNF002200017",169.8,31.2362,27.3705
"NFGY","GMNF","ABPR","GMNF002200017",159.9,26.7496,23.6013
"NFGY","GMNF","ABPR","GMNF002200017",166.5,29.6932,26.077
"NFGY","GMNF","ABPR","GMNF002200017",167.6,30.2022,26.504
"NFGY","GMNF","ABPR","GMNF002300003",152.2,23.55,20.8972
"NFGY","GMNF","ABPR","GMNF002300011",150.5,22.8771,20.3265
"NFGY","GMNF","PSME","GMNF002400014",171.9,21.335,31.5792
"NFGY","GMNF","PSME","GMNF002400014",169.6,20.687,30.5626
"NFGY","GMNF","PSME","GMNF002400014",165.3,19.5019,28.7144
"NFGY","GMNF","PSME","GMNF002400014",167.7,20.1591,29.7376
"NFGY","GMNF","PSME","GMNF002400014",169.2,20.5753,30.3878
"NFGY","GMNF","PSME","GMNF002400016",212.9,34.5082,53.1153
"NFGY","GMNF","PSME","GMNF002400016",209.1,33.1602,50.8391
"NFGY","GMNF","PSME","GMNF002400016",204.0,31.3914,47.8762
"NFGY","GMNF","PSME","GMNF002400016",207.5,32.6003,49.8982
"NFGY","GMNF","PSME","GMNF002400016",207.5,32.6003,49.8982
"NFGY","GMNF","PSME","GMNF002400020",180.5,23.8448,35.5561
"NFGY","GMNF","PSME","GMNF002400020",179.0,23.3972,34.8424
"NFGY","GMNF","PSME","GMNF002400020",174.8,22.1661,32.8892
"NFGY","GMNF","PSME","GMNF002400020",177.2,22.8656,33.9971
"NFGY","GMNF","PSME","GMNF002400020",178.0,23.1012,34.3713
"NFGY","GMNF","ABPR","GMNF002500008",158.9,26.3199,23.2389
"NFGY","GMNF","ABPR","GMNF002500010",173.1,32.8273,28.7015
"NFGY","GMNF","ABPR","GMNF002500010",173.7,33.1218,28.9476
"NFGY","GMNF","PSME","GMNF002700001",156.0,17.0576,24.9477
"NFGY","GMNF","PSME","GMNF002700001",150.9,15.7865,23.0137
"NFGY","GMNF","PSME","GMNF002700004",188.7,26.3644,39.6102
"NFGY","GMNF","PSME","GMNF002700004",187.0,25.832,38.7484
"NFGY","GMNF","PSME","GMNF002700004",185.5,25.3666,37.9973
"NFGY","GMNF","PSME","GMNF002700004",184.8,25.1508,37.6498
"NFGY","GMNF","PSME","GMNF002700004",186.0,25.5212,38.2467
"NFGY","GMNF","PSME","GMNF002700014",229.5,40.694,63.7582
"NFGY","GMNF","PSME","GMNF002700014",221.1,37.5036,58.2292
"NFGY","GMNF","PSME","GMNF002700014",215.2,35.3364,54.5217
"NFGY","GMNF","PSME","GMNF002700014",218.5,36.541,56.5776
"NFGY","GMNF","PSME","GMNF002700014",221.1,37.5036,58.2292
"NFGY","GMNF","PSME","GMNF002800004",155.5,16.9308,24.754
"NFGY","GMNF","PSME","GMNF002800004",154.9,16.7792,24.5227
"NFGY","GMNF","PSME","GMNF002800004",153.7,16.4782,24.0641
"NFGY","GMNF","PSME","GMNF002800004",153.7,16.4782,24.0641
"NFGY","GMNF","PSME","GMNF002800011",190.9,27.0613,40.7421
"NFGY","GMNF","PSME","GMNF002800011",187.7,26.0506,39.1019
"NFGY","GMNF","PSME","GMNF002800011",179.0,23.3972,34.8424
"NFGY","GMNF","PSME","GMNF002800011",185.5,25.3666,37.9973
"NFGY","GMNF","PSME","GMNF002800011",187.4,25.9568,38.9502
"NFGY","GMNF","ABPR","GMNF002900015",175.2,33.8652,29.5683
"NFGY","GMNF","ABPR","GMNF002900015",172.5,32.5344,28.4567
"NFGY","GMNF","ABPR","GMNF002900015",174.3,33.4179,29.1949
"NFGY","GMNF","ABPR","GMNF002900015",175.2,33.8652,29.5683
"NFGY","GMNF","ABPR","GMNF003000002",174.9,33.7157,29.4435
"NFGY","GMNF","ABPR","GMNF003000002",174.4,33.4675,29.2363
"NFGY","GMNF","ABPR","GMNF003000002",174.4,33.4675,29.2363
"NFGY","GMNF","ABPR","GMNF003000002",175.1,33.8153,29.5267
"NFGY","GMNF","ABPR","GMNF003100006",229.2,67.753,57.4004
"NFGY","GMNF","ABPR","GMNF003100006",229.5,67.9822,57.5862
"NFGY","GMNF","ABPR","GMNF003100006",225.5,64.9658,55.1383
"NFGY","GMNF","ABPR","GMNF003100006",226.6,65.7869,55.8051
"NFGY","GMNF","ABPR","GMNF003100006",229.5,67.9822,57.5862
"NFGY","GMNF","ABPR","GMNF003100009",171.2,31.9053,27.9306
"NFGY","GMNF","ABPR","GMNF003100009",169.4,31.0466,27.2117
"NFGY","GMNF","ABPR","GMNF003100009",164.8,28.917,25.4252
"NFGY","GMNF","ABPR","GMNF003100009",167.4,30.1093,26.426
"NFGY","GMNF","ABPR","GMNF003100009",168.8,30.7636,26.9746
"NFGY","GMNF","ABPR","GMNF003200002",179.4,36.0006,31.3482
